friday,sunday,entry_spot,settle,spot_ret,C_name,C_strike,C_delta,C_iv,C_premium,C_payoff,C_src,P_name,P_strike,P_delta,P_iv,P_premium,P_payoff,P_src,pnl,premium_sum,fees,pnl_usd,pnl_pct
2022-09-02,2022-09-04,20360.0,19703.96,-0.0322220039292731,BTC-4SEP22-21000-C,21000.0,0.15847475814402734,0.45081864818850537,0.0025,0.0,open@16,BTC-4SEP22-19500-P,19500.0,-0.12767463817578395,0.5711880982151549,0.0025,0.0,open@16,0.0044,0.005,0.0006,89.584,0.0044
2022-09-09,2022-09-11,21269.5,21597.43,0.015417851853593234,BTC-11SEP22-22000-C,22000.0,0.18069348574047966,0.536840926962546,0.0035,0.0,open@16,BTC-11SEP22-20500-P,20500.0,-0.18820248646279836,0.6317447497970816,0.0045,0.0,open@16,0.0074,0.008,0.0006,157.39430000000002,0.0074
2022-09-16,2022-09-18,19654.5,20065.57,0.020914803225724476,BTC-18SEP22-20000-C,20000.0,0.29939459518934675,0.47560851423482764,0.006,0.0032677865617572644,open@16,BTC-18SEP22-19000-P,19000.0,-0.22270334172738915,0.6770850250319089,0.006,0.0,open@16,0.007982213438242736,0.012,0.00075,156.88641402194185,0.007982213438242736
2022-09-23,2022-09-25,18710.5,19085.73,0.020054514844605853,BTC-25SEP22-19500-C,19500.0,0.17516399601475996,0.6400542911155287,0.004,0.0,open@16,BTC-25SEP22-18000-P,18000.0,-0.2364218678587401,0.8305346166761753,0.008,0.0,open@16,0.0114,0.012,0.0006,213.2997,0.0114
2022-09-30,2022-10-02,19752.0,19288.09,-0.02348673552045366,BTC-2OCT22-20500-C,20500.0,0.15888586763016488,0.5407048462610806,0.003,0.0,open@16,BTC-2OCT22-19000-P,19000.0,-0.20133068683861477,0.7065398070875413,0.0055,0.0,open@16,0.0079,0.0085,0.0006,156.04080000000002,0.0079
2022-10-07,2022-10-09,19568.0,19417.45,-0.007693683565004106,BTC-9OCT22-20000-C,20000.0,0.24672781482008543,0.46137675926814625,0.0045,0.0,open@16,BTC-9OCT22-19000-P,19000.0,-0.18658060019229405,0.49892718965648464,0.0035,0.0,open@16,0.0074,0.008,0.0006,144.8032,0.0074
2022-10-14,2022-10-16,19354.0,19138.4,-0.01113981605869585,BTC-16OCT22-19750-C,19750.0,0.24207351946439648,0.41989716349938844,0.004,0.0,open@16,BTC-16OCT22-19000-P,19000.0,-0.2841693511223746,0.49326156661775367,0.006,0.0,open@16,0.0094,0.01,0.0006,181.9276,0.0094
2022-10-21,2022-10-23,19172.0,19160.27,-0.000611829751721249,BTC-23OCT22-19500-C,19500.0,0.23031940156070319,0.33511169878981373,0.003,0.0,open@16,BTC-23OCT22-18750-P,18750.0,-0.18235418728237196,0.36843649775698883,0.0025,0.0,open@16,0.0049,0.0055,0.0006,93.94279999999999,0.0049
2022-10-28,2022-10-30,20490.5,20854.31,0.017755057221639392,BTC-30OCT22-21000-C,21000.0,0.1950436010177451,0.41609986322878656,0.003,0.0,open@16,BTC-30OCT22-20000-P,20000.0,-0.15597554282867632,0.358913125850695,0.002,0.0,open@16,0.00445,0.005,0.0005499999999999999,91.182725,0.00445
2022-11-04,2022-11-06,20841.0,21196.03,0.01703517105705088,BTC-6NOV22-21250-C,21250.0,0.23253493878394754,0.3867808327054867,0.0035,0.0,open@16,BTC-6NOV22-20250-P,20250.0,-0.20086913482002622,0.5185361505682331,0.004,0.0,open@16,0.0069,0.0075,0.0006,143.8029,0.0069
